Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,37,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Index(SearchParameters parameters)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,51,12,T:System.Web.Mvc.ViewResult,,,,,return View(model);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,51,12,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(model);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,25,8,M:System.Web.Mvc.Controller.#ctor,,,,,"public SearchController(ISearchServiceAll searchService, IArticleService articleSevice)          {              _searchService = searchService;              _articleService = articleSevice;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,25,8,M:System.Web.Mvc.Controller.#ctor,,,,,"public SearchController(ISearchServiceAll searchService, IArticleService articleSevice)          {              _searchService = searchService;              _articleService = articleSevice;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Controllers\SearchController.cs,18,36,T:System.Web.Mvc.Controller,,,,,Controller
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,572,12,"M:System.Runtime.Caching.ObjectCache.Add(System.String,System.Object,System.DateTimeOffset,System.String)",,,,,"memoryCache.Add(""AtomFeedDoc"", AtomFeedDoc, new DateTimeOffset(DateTime.Now.AddDays(1)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,571,12,T:System.Runtime.Caching.MemoryCache,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,571,12,T:System.Runtime.Caching.MemoryCache,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,571,12,P:System.Runtime.Caching.MemoryCache.Default,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,541,12,"M:System.Runtime.Caching.MemoryCache.Get(System.String,System.String)",,,,,"AtomFeedDoc = memoryCache.Get(""AtomFeedDoc"") as System.Xml.XmlDocument;"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,540,12,T:System.Runtime.Caching.MemoryCache,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,540,12,T:System.Runtime.Caching.MemoryCache,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,540,12,P:System.Runtime.Caching.MemoryCache.Default,,,,,MemoryCache memoryCache = MemoryCache.Default;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,512,8,T:System.Web.Mvc.UrlHelper,,,,,"public static List<Metadata> CreateFromList(IEnumerable<SearchResultItem> items, UrlHelper urlHelper)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,451,20,P:System.Uri.PathAndQuery,,,,,"return ""//"" + downloadUrl.Host + downloadUrl.PathAndQuery;"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,450,20,T:System.Uri,,,,,Uri downloadUrl = new Uri(DownloadUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,450,20,M:System.Uri.#ctor(System.String),,,,,Uri downloadUrl = new Uri(DownloadUrl);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,448,16,T:System.Uri,,,,,"if (Uri.IsWellFormedUriString(DownloadUrl, UriKind.Absolute))                  {                      Uri downloadUrl = new Uri(DownloadUrl);                      return ""//"" + downloadUrl.Host + downloadUrl.PathAndQuery;                  }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,185,8,T:System.Web.Mvc.UrlHelper,,,,,"public Metadata(SearchResultItem item, UrlHelper urlHelper)          {              Uuid = item.Uuid;              Title = item.Title;              Abstract = item.Abstract;              Type = item.Type;              TypeName = item.TypeName;              TypeTranslated = TranslateType();              Theme = item.Theme;              Organization = item.Organization;              Organizations = item.Organizations;                OrganizationLogo = item.OrganizationLogoUrl;              ThumbnailUrl = item.ThumbnailUrl;              DistributionUrl = item.DistributionUrl;              DistributionProtocol = item.DistributionProtocol;              DistributionName = item.DistributionName;              DistributionType = item.DistributionType;              GetCapabilitiesUrl = GetGetCapabilitiesUrl(item);                ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;              OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;                if (item.DataAccess != null && item.DataAccess == ""Åpne data"" && UI.OpenData == ""Open data"")                  item.DataAccess = ""Open data"";                if (item.NationalInitiative != null && item.NationalInitiative.Contains(UI.OpenData)                  || (!string.IsNullOrEmpty(item.DataAccess) && (item.DataAccess == UI.OpenData                  || item.DataAccess.Contains(""ingen begrensninger"") || item.DataAccess.Contains(""no limitations""))))                  IsOpenData = true;              else IsOpenData = false;                AccessIsOpendata = IsOpenData;              AccessIsRestricted = SimpleMetadataUtil.IsRestricted(item.OtherConstraintsAccess);              AccessIsProtected = SimpleMetadataUtil.IsProtected(item.AccessConstraint);                 if (item.NationalInitiative != null && item.NationalInitiative.Contains(""Det offentlige kartgrunnlaget""))                  IsDokData = true;              else IsDokData = false;                  LegendDescriptionUrl = item.LegendDescriptionUrl;              ProductSheetUrl = item.ProductSheetUrl;              ProductSpecificationUrl = item.ProductSpecificationUrl;              DatasetServices = item.DatasetServices;              DatasetServicesWithShowMapLink = AddDatasetServicesWithShowMapLink(DatasetServices);              ServiceDatasets = item.ServiceDatasets;              Distributions = item.Distributions;              Bundles = item.Bundles;              ServiceLayers = item.ServiceLayers;              AccessConstraint = item.AccessConstraint;              OtherConstraintsAccess = item.OtherConstraintsAccess;              DataAccess = item.DataAccess;              ServiceDistributionUrlForDataset = item.ServiceDistributionUrlForDataset;              ServiceUuid = item.ServiceDistributionUuidForDataset;              ServiceWfsDistributionUrlForDataset = item.ServiceWfsDistributionUrlForDataset != null ? item.ServiceWfsDistributionUrlForDataset : WfsServiceUrl();              Date = item.Date;              DatasetName = item.DatasetName;                if (Type == ""dataset"" || Type == ""series"")              {                  if (!string.IsNullOrWhiteSpace(item.ServiceDistributionProtocolForDataset))                  {                      string commonPart = SimpleMetadataUtil.GetCommonPartOfNorgeskartUrl(item.ServiceDistributionProtocolForDataset, true);                        if (item.ServiceDistributionProtocolForDataset.Contains(SimpleMetadataUtil.OgcWms))                      {                          if (!string.IsNullOrWhiteSpace(item.ServiceDistributionUrlForDataset))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.ServiceDistributionUrlForDataset)}"";                                if (!string.IsNullOrWhiteSpace(item.ServiceDistributionNameForDataset))                              {                                  ServiceUrl += $""&addLayers={item.ServiceDistributionNameForDataset}"";                              }                          }                      }                      else if (item.ServiceDistributionProtocolForDataset.Contains(SimpleMetadataUtil.OgcWfs))                      {                          if (!string.IsNullOrWhiteSpace(item.ServiceDistributionNameForDataset) && !string.IsNullOrWhiteSpace(item.ServiceDistributionUrlForDataset))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.ServiceDistributionUrlForDataset)}&addLayers={item.ServiceDistributionNameForDataset}"";                          }                          else if (!string.IsNullOrWhiteSpace(item.DistributionUrl))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.DistributionUrl)}"";                          }                      }                  }                    if(item.Serie != null)                  {                      Serie = AddSerie(item.Serie);                  }                }                if (Type == ""service"" || Type == ""servicelayer"")              {                  if (!string.IsNullOrWhiteSpace(item.DistributionProtocol) && !string.IsNullOrWhiteSpace(item.DistributionUrl))                  {                      string commonPart = $""{SimpleMetadataUtil.GetCommonPartOfNorgeskartUrl(item.DistributionProtocol, true)}{RemoveQueryString(item.DistributionUrl)}"";                        if (item.DistributionProtocol.Contains(SimpleMetadataUtil.OgcWms) || item.DistributionProtocol.Contains(SimpleMetadataUtil.OgcWfs))                      {                          DownloadUrl = commonPart;                            if (!string.IsNullOrWhiteSpace(item.DistributionName))                          {                              DownloadUrl += $""&addLayers={item.DistributionName}"";                          }                      }                  }                    if (string.IsNullOrEmpty(ServiceUuid) && string.IsNullOrWhiteSpace(item.DistributionName))                      ServiceUuid = Uuid;              }                             if(Type == ""series"" && item.SerieDatasets != null && item.SerieDatasets.Count > 0)              {                  SerieDatasets = AddSerieDatasets(item.SerieDatasets);              }                else              {                  DownloadUrl = item.DistributionUrl;                  if (!DownloadLink())                      DownloadUrl = MakeDownloadUrlRelative();              }                MapUrl = GetMapUrl();                SpatialScope = item.SpatialScope;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,206,12,T:System.Web.Configuration.WebConfigurationManager,,,,,"OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,206,12,P:System.Web.Configuration.WebConfigurationManager.AppSettings,,,,,"OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,205,12,T:System.Web.Configuration.WebConfigurationManager,,,,,"ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,205,12,P:System.Web.Configuration.WebConfigurationManager.AppSettings,,,,,"ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,185,8,T:System.Web.Mvc.UrlHelper,,,,,"public Metadata(SearchResultItem item, UrlHelper urlHelper)          {              Uuid = item.Uuid;              Title = item.Title;              Abstract = item.Abstract;              Type = item.Type;              TypeName = item.TypeName;              TypeTranslated = TranslateType();              Theme = item.Theme;              Organization = item.Organization;              Organizations = item.Organizations;                OrganizationLogo = item.OrganizationLogoUrl;              ThumbnailUrl = item.ThumbnailUrl;              DistributionUrl = item.DistributionUrl;              DistributionProtocol = item.DistributionProtocol;              DistributionName = item.DistributionName;              DistributionType = item.DistributionType;              GetCapabilitiesUrl = GetGetCapabilitiesUrl(item);                ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;              OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;                if (item.DataAccess != null && item.DataAccess == ""Åpne data"" && UI.OpenData == ""Open data"")                  item.DataAccess = ""Open data"";                if (item.NationalInitiative != null && item.NationalInitiative.Contains(UI.OpenData)                  || (!string.IsNullOrEmpty(item.DataAccess) && (item.DataAccess == UI.OpenData                  || item.DataAccess.Contains(""ingen begrensninger"") || item.DataAccess.Contains(""no limitations""))))                  IsOpenData = true;              else IsOpenData = false;                AccessIsOpendata = IsOpenData;              AccessIsRestricted = SimpleMetadataUtil.IsRestricted(item.OtherConstraintsAccess);              AccessIsProtected = SimpleMetadataUtil.IsProtected(item.AccessConstraint);                 if (item.NationalInitiative != null && item.NationalInitiative.Contains(""Det offentlige kartgrunnlaget""))                  IsDokData = true;              else IsDokData = false;                  LegendDescriptionUrl = item.LegendDescriptionUrl;              ProductSheetUrl = item.ProductSheetUrl;              ProductSpecificationUrl = item.ProductSpecificationUrl;              DatasetServices = item.DatasetServices;              DatasetServicesWithShowMapLink = AddDatasetServicesWithShowMapLink(DatasetServices);              ServiceDatasets = item.ServiceDatasets;              Distributions = item.Distributions;              Bundles = item.Bundles;              ServiceLayers = item.ServiceLayers;              AccessConstraint = item.AccessConstraint;              OtherConstraintsAccess = item.OtherConstraintsAccess;              DataAccess = item.DataAccess;              ServiceDistributionUrlForDataset = item.ServiceDistributionUrlForDataset;              ServiceUuid = item.ServiceDistributionUuidForDataset;              ServiceWfsDistributionUrlForDataset = item.ServiceWfsDistributionUrlForDataset != null ? item.ServiceWfsDistributionUrlForDataset : WfsServiceUrl();              Date = item.Date;              DatasetName = item.DatasetName;                if (Type == ""dataset"" || Type == ""series"")              {                  if (!string.IsNullOrWhiteSpace(item.ServiceDistributionProtocolForDataset))                  {                      string commonPart = SimpleMetadataUtil.GetCommonPartOfNorgeskartUrl(item.ServiceDistributionProtocolForDataset, true);                        if (item.ServiceDistributionProtocolForDataset.Contains(SimpleMetadataUtil.OgcWms))                      {                          if (!string.IsNullOrWhiteSpace(item.ServiceDistributionUrlForDataset))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.ServiceDistributionUrlForDataset)}"";                                if (!string.IsNullOrWhiteSpace(item.ServiceDistributionNameForDataset))                              {                                  ServiceUrl += $""&addLayers={item.ServiceDistributionNameForDataset}"";                              }                          }                      }                      else if (item.ServiceDistributionProtocolForDataset.Contains(SimpleMetadataUtil.OgcWfs))                      {                          if (!string.IsNullOrWhiteSpace(item.ServiceDistributionNameForDataset) && !string.IsNullOrWhiteSpace(item.ServiceDistributionUrlForDataset))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.ServiceDistributionUrlForDataset)}&addLayers={item.ServiceDistributionNameForDataset}"";                          }                          else if (!string.IsNullOrWhiteSpace(item.DistributionUrl))                          {                              ServiceUrl = $""{commonPart}{RemoveQueryString(item.DistributionUrl)}"";                          }                      }                  }                    if(item.Serie != null)                  {                      Serie = AddSerie(item.Serie);                  }                }                if (Type == ""service"" || Type == ""servicelayer"")              {                  if (!string.IsNullOrWhiteSpace(item.DistributionProtocol) && !string.IsNullOrWhiteSpace(item.DistributionUrl))                  {                      string commonPart = $""{SimpleMetadataUtil.GetCommonPartOfNorgeskartUrl(item.DistributionProtocol, true)}{RemoveQueryString(item.DistributionUrl)}"";                        if (item.DistributionProtocol.Contains(SimpleMetadataUtil.OgcWms) || item.DistributionProtocol.Contains(SimpleMetadataUtil.OgcWfs))                      {                          DownloadUrl = commonPart;                            if (!string.IsNullOrWhiteSpace(item.DistributionName))                          {                              DownloadUrl += $""&addLayers={item.DistributionName}"";                          }                      }                  }                    if (string.IsNullOrEmpty(ServiceUuid) && string.IsNullOrWhiteSpace(item.DistributionName))                      ServiceUuid = Uuid;              }                             if(Type == ""series"" && item.SerieDatasets != null && item.SerieDatasets.Count > 0)              {                  SerieDatasets = AddSerieDatasets(item.SerieDatasets);              }                else              {                  DownloadUrl = item.DistributionUrl;                  if (!DownloadLink())                      DownloadUrl = MakeDownloadUrlRelative();              }                MapUrl = GetMapUrl();                SpatialScope = item.SpatialScope;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,206,12,T:System.Web.Configuration.WebConfigurationManager,,,,,"OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,206,12,P:System.Web.Configuration.WebConfigurationManager.AppSettings,,,,,"OrganizationUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""?organizations="" + item?.Organization;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,205,12,T:System.Web.Configuration.WebConfigurationManager,,,,,"ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\Metadata.cs,205,12,P:System.Web.Configuration.WebConfigurationManager.AppSettings,,,,,"ShowDetailsUrl = WebConfigurationManager.AppSettings[""KartkatalogenUrl""] + ""metadata/uuid/"" + item.Uuid;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchResult.cs,15,8,T:System.Web.Mvc.UrlHelper,,,,,"public SearchResult(Models.SearchResult searchResult, UrlHelper urlHelper)          {              Limit = searchResult.Limit;              Offset = searchResult.Offset;              NumFound = searchResult.NumFound;              Results = Metadata.CreateFromList(searchResult.Items, urlHelper);              Facets = Facet.CreateFromList(searchResult.Facets);              Type = searchResult.Type;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchResult.cs,15,8,T:System.Web.Mvc.UrlHelper,,,,,"public SearchResult(Models.SearchResult searchResult, UrlHelper urlHelper)          {              Limit = searchResult.Limit;              Offset = searchResult.Offset;              NumFound = searchResult.NumFound;              Results = Metadata.CreateFromList(searchResult.Items, urlHelper);              Facets = Facet.CreateFromList(searchResult.Facets);              Type = searchResult.Type;          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,77,8,T:System.Web.Http.ModelBinding.ModelBindingContext,,,,,"private string GetValue(ModelBindingContext context, string key)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,80,12,P:System.Web.Http.ValueProviders.ValueProviderResult.AttemptedValue,,,,,return result == null ? null : result.AttemptedValue;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,79,12,T:System.Web.Http.ValueProviders.IValueProvider,,,,,var result = context.ValueProvider.GetValue(key);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,79,12,P:System.Web.Http.ModelBinding.ModelBindingContext.ValueProvider,,,,,var result = context.ValueProvider.GetValue(key);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,79,12,T:System.Web.Http.ValueProviders.ValueProviderResult,,,,,var result = context.ValueProvider.GetValue(key);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,79,12,M:System.Web.Http.ValueProviders.IValueProvider.GetValue(System.String),,,,,var result = context.ValueProvider.GetValue(key);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,15,8,T:System.Web.Http.ModelBinding.ModelBindingContext,,,,,"public bool BindModel(HttpActionContext actionContext, ModelBindingContext bindingContext)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,15,8,T:System.Web.Http.Controllers.HttpActionContext,,,,,"public bool BindModel(HttpActionContext actionContext, ModelBindingContext bindingContext)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,71,16,P:System.Web.Http.ModelBinding.ModelBindingContext.Model,,,,,bindingContext.Model = searchParameters;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,T:System.Web.HttpContext,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,T:System.Web.HttpContext,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,P:System.Web.HttpContext.Current,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,T:System.Web.HttpRequest,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,P:System.Web.HttpContext.Request,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,56,16,P:System.Web.HttpRequest.QueryString,,,,,var query = HttpContext.Current.Request.QueryString;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\Api\SearchParameterModelBuilder.cs,9,47,T:System.Web.Http.ModelBinding.IModelBinder,,,,,IModelBinder
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\NotFoundModel.cs,11,12,"M:System.Web.Mvc.HandleErrorInfo.#ctor(System.Exception,System.String,System.String)",,,,,": base(exception, controllerName, actionName)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\NotFoundModel.cs,11,12,"M:System.Web.Mvc.HandleErrorInfo.#ctor(System.Exception,System.String,System.String)",,,,,": base(exception, controllerName, actionName)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\NotFoundModel.cs,8,33,T:System.Web.Mvc.HandleErrorInfo,,,,,HandleErrorInfo
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\SearchViewModel.cs,294,8,T:System.Web.Routing.RouteValueDictionary,,,,,public RouteValueDictionary ParamsForOrderByResourceUpdateLink()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\SearchViewModel.cs,298,12,P:System.Web.Routing.RouteValueDictionary.Item(System.String),,,,,"routeValues[""orderby""] = ""updated"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\SearchViewModel.cs,297,12,T:System.Web.Routing.RouteValueDictionary,,,,,"routeValues = CreateLinkWithParameters(routeValues, FacetParameters);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Kartverket.Metadatakatalog\Kartverket.Metadatakatalog.csproj,File,Kartverket.Metadatakatalog\Models\ViewModels\SearchViewModel.cs,296,12,T:System.Web.Routing.RouteValueDictionary,,,,,var routeValues = new RouteValueDictionary();
